Time,gas_type,Gas concentration (ppb)
"Jan 13, 2020, 6 PM",TOL,0.16102091347177824
"Jan 13, 2020, 6 PM",BENZ,0.18000290542840958
"Jan 13, 2020, 7 PM",PMXY,0.00032780181330357056
"Jan 13, 2020, 7 PM",TOL,0.14868407448132834
"Jan 13, 2020, 7 PM",OXY,0.001624328894346642
"Jan 13, 2020, 7 PM",ETHB,0.001646906331491967
"Jan 13, 2020, 7 PM",BENZ,0.17936713248491287
"Jan 13, 2020, 8 PM",PMXY,0.001470537157729268
"Jan 13, 2020, 8 PM",TOL,0.16714589297771454
"Jan 13, 2020, 8 PM",OXY,0.0014063839783678607
"Jan 13, 2020, 8 PM",ETHB,0.0014568722835974768
"Jan 13, 2020, 8 PM",BENZ,0.1622130051255226
"Jan 13, 2020, 9 PM",PMXY,0.0005196750259658854
"Jan 13, 2020, 9 PM",OXY,0.001346869589594592
"Jan 13, 2020, 9 PM",TOL,0.18506619866405213
"Jan 13, 2020, 9 PM",ETHB,0.0018424812255294196
"Jan 13, 2020, 9 PM",BENZ,0.16692599867071425
"Jan 13, 2020, 10 PM",PMXY,0.00045542962713322294
"Jan 13, 2020, 10 PM",OXY,0.0012572925285591434
"Jan 13, 2020, 10 PM",ETHB,0.002230406263455128
"Jan 13, 2020, 10 PM",TOL,0.13110317289829254
"Jan 13, 2020, 10 PM",BENZ,0.14891494065523148
"Jan 13, 2020, 11 PM",PMXY,0.000848133466206491
"Jan 13, 2020, 11 PM",OXY,0.001505122715025209
"Jan 13, 2020, 11 PM",ETHB,0.0010403094696812333
"Jan 13, 2020, 11 PM",BENZ,0.13217312842607498
"Jan 13, 2020, 11 PM",TOL,0.1299295023083687
"Jan 14, 2020, 12 AM",BENZ,0.1274982951581478
"Jan 14, 2020, 12 AM",ETHB,0.0017420015259024997
"Jan 14, 2020, 12 AM",TOL,0.10014822892844677
"Jan 14, 2020, 12 AM",PMXY,0.0004247796702353905
"Jan 14, 2020, 12 AM",OXY,0.0009889651410048828
"Jan 14, 2020, 1 AM",BENZ,0.11438463504115741
"Jan 14, 2020, 1 AM",ETHB,0.0017453425292236109
"Jan 14, 2020, 1 AM",TOL,0.0861554245154063
"Jan 14, 2020, 1 AM",PMXY,0.0004514265844287972
"Jan 14, 2020, 1 AM",OXY,0.0015585566288791597
"Jan 14, 2020, 2 AM",TOL,0.07702222093939781
"Jan 14, 2020, 2 AM",BENZ,0.09922482321659724
"Jan 14, 2020, 2 AM",ETHB,0.001330555363286597
"Jan 14, 2020, 2 AM",PMXY,0.00027361846453762456
"Jan 14, 2020, 2 AM",OXY,0.0008406260749325156
"Jan 14, 2020, 3 AM",TOL,0.0808342769742012
"Jan 14, 2020, 3 AM",PMXY,0.0006272501438312853
"Jan 14, 2020, 3 AM",BENZ,0.10930108899871509
"Jan 14, 2020, 3 AM",ETHB,0.0016848021380913754
"Jan 14, 2020, 3 AM",OXY,0.0018258033281502624
"Jan 14, 2020, 4 AM",TOL,0.08340023085474968
"Jan 14, 2020, 4 AM",PMXY,0.00041512856720752705
"Jan 14, 2020, 4 AM",OXY,0.001326801083147681
"Jan 14, 2020, 4 AM",BENZ,0.097633957862854
"Jan 14, 2020, 4 AM",ETHB,0.0022947431813615062
"Jan 14, 2020, 5 AM",ETHB,0.0015209272266171563
"Jan 14, 2020, 5 AM",TOL,0.06539992677668731
"Jan 14, 2020, 5 AM",BENZ,0.10772575313846271
"Jan 14, 2020, 5 AM",PMXY,0.0005692274377603704
"Jan 14, 2020, 5 AM",OXY,0.0014732435568779085
"Jan 14, 2020, 6 AM",BENZ,0.09988941376407941
"Jan 14, 2020, 6 AM",ETHB,0.0013212491030571982
"Jan 14, 2020, 6 AM",TOL,0.07999952199558417
"Jan 14, 2020, 6 AM",PMXY,0.0004979685375777384
"Jan 14, 2020, 6 AM",OXY,0.0008697404142973634
"Jan 14, 2020, 7 AM",TOL,0.06729394507904847
"Jan 14, 2020, 7 AM",PMXY,0.0003895639577725281
"Jan 14, 2020, 7 AM",ETHB,0.001278864258589844
"Jan 14, 2020, 7 AM",BENZ,0.08382072485983372
"Jan 14, 2020, 7 AM",OXY,0.0009387980826431885
"Jan 14, 2020, 8 AM",PMXY,0.000448572226256753
"Jan 14, 2020, 8 AM",BENZ,0.09623899931708972
"Jan 14, 2020, 8 AM",ETHB,0.0009783989128967125
"Jan 14, 2020, 8 AM",TOL,0.06691527739167213
"Jan 14, 2020, 8 AM",OXY,0.0011520734248430624
"Jan 14, 2020, 9 AM",BENZ,0.08726163084308307
"Jan 14, 2020, 9 AM",PMXY,0.000407535686463234
"Jan 14, 2020, 9 AM",ETHB,0.0007147389066327984
"Jan 14, 2020, 9 AM",TOL,0.07922707684338093
"Jan 14, 2020, 9 AM",OXY,0.0009197360389710715
"Jan 14, 2020, 10 AM",BENZ,0.07889339389900367
"Jan 14, 2020, 10 AM",PMXY,0.00020243887411197647
"Jan 14, 2020, 10 AM",ETHB,0.0015336014330387115
"Jan 14, 2020, 10 AM",TOL,0.06529380939900875
"Jan 14, 2020, 10 AM",OXY,0.0016108570077146094
"Jan 14, 2020, 11 AM",BENZ,0.058211383720239006
"Jan 14, 2020, 11 AM",PMXY,0.0003209836359019391
"Jan 14, 2020, 11 AM",ETHB,0.002296679886057973
"Jan 14, 2020, 11 AM",TOL,0.08343971023956935
"Jan 14, 2020, 11 AM",OXY,0.0006643800928335016
"Jan 14, 2020, 12 PM",OXY,0.0016368876385968179
"Jan 14, 2020, 12 PM",ETHB,0.0018897907866630703
"Jan 14, 2020, 12 PM",PMXY,0.0005180209288179564
"Jan 14, 2020, 12 PM",TOL,0.05916007546087106
"Jan 14, 2020, 12 PM",BENZ,0.06904054371019204
"Jan 14, 2020, 1 PM",BENZ,0.06347865487138431
"Jan 14, 2020, 1 PM",TOL,0.07999924942851067
"Jan 14, 2020, 1 PM",PMXY,0.00026352680652053095
"Jan 14, 2020, 1 PM",ETHB,0.0008211678553683063
"Jan 14, 2020, 1 PM",OXY,0.001558164260738219
"Jan 14, 2020, 2 PM",TOL,0.06802167370915413
"Jan 14, 2020, 2 PM",BENZ,0.05944841603438059
"Jan 14, 2020, 2 PM",OXY,0.0016353492392227054
"Jan 14, 2020, 2 PM",PMXY,0.0007097184667751814
"Jan 14, 2020, 2 PM",ETHB,0.0017446362277648102
"Jan 14, 2020, 3 PM",OXY,0.0008322958359106755
"Jan 14, 2020, 3 PM",TOL,0.06787077034823596
"Jan 14, 2020, 3 PM",BENZ,0.059515870486696563
"Jan 14, 2020, 3 PM",ETHB,0.002915293259623771
"Jan 14, 2020, 3 PM",PMXY,0.0007822925302510461
"Jan 14, 2020, 4 PM",TOL,0.07510467618703842
"Jan 14, 2020, 4 PM",BENZ,0.05355314963630268
"Jan 14, 2020, 4 PM",OXY,0.0012705975345202855
"Jan 14, 2020, 4 PM",ETHB,0.0007081341422495566
"Jan 14, 2020, 4 PM",PMXY,0.0007254251291409933
"Jan 14, 2020, 5 PM",TOL,0.0746316450337569
"Jan 14, 2020, 5 PM",BENZ,0.046117862686514854
"Jan 14, 2020, 5 PM",ETHB,0.0018412255400714155
"Jan 14, 2020, 5 PM",PMXY,0.0004962698949384503
"Jan 14, 2020, 5 PM",OXY,0.00117415424513941
"Jan 14, 2020, 6 PM",OXY,0.0011983925651293248
"Jan 14, 2020, 6 PM",BENZ,0.06255272465447585
"Jan 14, 2020, 6 PM",TOL,0.1011419656376044
"Jan 14, 2020, 6 PM",ETHB,0.001362549162877258
"Jan 14, 2020, 6 PM",PMXY,0.0005921767248461643
"Jan 14, 2020, 7 PM",TOL,0.07762023185690244
"Jan 14, 2020, 7 PM",PMXY,0.0006049303192412481
"Jan 14, 2020, 7 PM",BENZ,0.06532755928734939
"Jan 14, 2020, 7 PM",OXY,0.0008071823006806275
"Jan 14, 2020, 7 PM",ETHB,0.0020278510928619653
"Jan 14, 2020, 8 PM",PMXY,0.0005790981158497743
"Jan 14, 2020, 8 PM",OXY,0.0014306677791561622
"Jan 14, 2020, 8 PM",BENZ,0.06252434415121873
"Jan 14, 2020, 8 PM",ETHB,0.0022026273121203608
"Jan 14, 2020, 8 PM",TOL,0.06926159312327702
"Jan 14, 2020, 9 PM",PMXY,0.0005117816520699611
"Jan 14, 2020, 9 PM",OXY,0.001367376185953617
"Jan 14, 2020, 9 PM",BENZ,0.06522846718629201
"Jan 14, 2020, 9 PM",ETHB,0.0010315497153593849
"Jan 14, 2020, 9 PM",TOL,0.07222455367445946
"Jan 14, 2020, 10 PM",PMXY,0.00048652227633283474
"Jan 14, 2020, 10 PM",OXY,0.000783669679852513
"Jan 14, 2020, 10 PM",BENZ,0.06057063241799673
"Jan 14, 2020, 10 PM",ETHB,0.0012912742531625554
"Jan 14, 2020, 10 PM",TOL,0.06894417479634285
"Jan 14, 2020, 11 PM",OXY,0.0017889379640109837
"Jan 14, 2020, 11 PM",BENZ,0.06823314428329467
"Jan 14, 2020, 11 PM",ETHB,0.0014003461110405624
"Jan 14, 2020, 11 PM",PMXY,0.0003787658322835341
"Jan 14, 2020, 11 PM",TOL,0.03813426224514842
"Jan 15, 2020, 12 AM",BENZ,0.051869459450244904
"Jan 15, 2020, 12 AM",PMXY,0.0003026383298371608
"Jan 15, 2020, 12 AM",OXY,0.0015310750507827227
"Jan 15, 2020, 12 AM",TOL,0.04714337612191836
"Jan 15, 2020, 12 AM",ETHB,0.0017393081410167117
"Jan 15, 2020, 1 AM",ETHB,0.0006017317646183074
"Jan 15, 2020, 1 AM",PMXY,0.0005398503744800109
"Jan 15, 2020, 1 AM",BENZ,0.06993679143488407
"Jan 15, 2020, 1 AM",OXY,0.0009228364093966471
"Jan 15, 2020, 1 AM",TOL,0.03703137564783295
"Jan 15, 2020, 2 AM",PMXY,0.0003583056338053818
"Jan 15, 2020, 2 AM",OXY,0.0009590756768981615
"Jan 15, 2020, 2 AM",BENZ,0.0565204918384552
"Jan 15, 2020, 2 AM",TOL,0.03248755040112883
"Jan 15, 2020, 2 AM",ETHB,0.0020025080108704665
"Jan 15, 2020, 3 AM",PMXY,0.00047791047109058127
"Jan 15, 2020, 3 AM",OXY,0.0015873336621249716
"Jan 15, 2020, 3 AM",BENZ,0.06539013236761093
"Jan 15, 2020, 3 AM",TOL,0.029591226756262284
"Jan 15, 2020, 3 AM",ETHB,0.0019983308836041638
"Jan 15, 2020, 4 AM",TOL,0.03665712716368338
"Jan 15, 2020, 4 AM",BENZ,0.05543559665481249
"Jan 15, 2020, 4 AM",PMXY,0.0003544096628805467
"Jan 15, 2020, 4 AM",ETHB,0.0017225277673181456
"Jan 15, 2020, 4 AM",OXY,0.0004365881735187334
"Jan 15, 2020, 5 AM",BENZ,0.06145743280649185
"Jan 15, 2020, 5 AM",ETHB,0.0012454415361086528
"Jan 15, 2020, 5 AM",PMXY,0.00044049675974141184
"Jan 15, 2020, 5 AM",OXY,0.0013408956583589315
"Jan 15, 2020, 5 AM",TOL,0.04104086570441723
"Jan 15, 2020, 6 AM",BENZ,0.060814669355750084
"Jan 15, 2020, 6 AM",TOL,0.04832748509943485
"Jan 15, 2020, 6 AM",ETHB,0.0025137748840885856
"Jan 15, 2020, 6 AM",PMXY,0.0004107714788309143
"Jan 15, 2020, 6 AM",OXY,0.0008313092791164914
"Jan 15, 2020, 7 AM",TOL,0.053847228176891804
"Jan 15, 2020, 7 AM",BENZ,0.07408931416769822
"Jan 15, 2020, 7 AM",ETHB,0.000980243212931479
"Jan 15, 2020, 7 AM",PMXY,0.00046884247664517414
"Jan 15, 2020, 7 AM",OXY,0.0009493041628350815
"Jan 15, 2020, 8 AM",TOL,0.05607112248738607
"Jan 15, 2020, 8 AM",BENZ,0.07788473864396413
"Jan 15, 2020, 8 AM",ETHB,0.0016303418960887939
"Jan 15, 2020, 8 AM",PMXY,0.00030446064071535756
"Jan 15, 2020, 8 AM",OXY,0.0011498396076300803
"Jan 15, 2020, 9 AM",BENZ,0.073358499755462
"Jan 15, 2020, 9 AM",ETHB,0.0006824728843639605
"Jan 15, 2020, 9 AM",TOL,0.04668870925282439
"Jan 15, 2020, 9 AM",PMXY,0.00047883030977876234
"Jan 15, 2020, 9 AM",OXY,0.0008952031348599121
"Jan 15, 2020, 10 AM",OXY,0.0008079087419901043
"Jan 15, 2020, 10 AM",TOL,0.04356143592546383
"Jan 15, 2020, 10 AM",ETHB,0.0013397243771275196
"Jan 15, 2020, 10 AM",BENZ,0.07425397013624509
"Jan 15, 2020, 10 AM",PMXY,0.0005074870035362741
"Jan 15, 2020, 11 AM",TOL,0.05975497576097647
"Jan 15, 2020, 11 AM",BENZ,0.05748270824551582
"Jan 15, 2020, 11 AM",ETHB,0.0011521220391538616
"Jan 15, 2020, 11 AM",PMXY,0.00045741459568186354
"Jan 15, 2020, 11 AM",OXY,0.0012036789072832714
"Jan 15, 2020, 12 PM",OXY,0.0008258183224825189
"Jan 15, 2020, 12 PM",TOL,0.058917914206782974
"Jan 15, 2020, 12 PM",ETHB,0.0016771837157042075
"Jan 15, 2020, 12 PM",BENZ,0.06890832136074702
"Jan 15, 2020, 12 PM",PMXY,0.0006496122077805921
"Jan 15, 2020, 1 PM",OXY,0.0011124188555792596
"Jan 15, 2020, 1 PM",ETHB,0.0013499013293767348
"Jan 15, 2020, 1 PM",PMXY,0.0007886700526190301
"Jan 15, 2020, 1 PM",TOL,0.04842995080010345
"Jan 15, 2020, 1 PM",BENZ,0.04843087960034609
"Jan 15, 2020, 2 PM",OXY,0.001807268796255812
"Jan 15, 2020, 2 PM",ETHB,0.0006792504476228108
"Jan 15, 2020, 2 PM",PMXY,0.00028514354441237327
"Jan 15, 2020, 2 PM",BENZ,0.05152663060774406
"Jan 15, 2020, 2 PM",TOL,0.03800571174360812
"Jan 15, 2020, 3 PM",BENZ,0.06080868033071359
"Jan 15, 2020, 3 PM",OXY,0.0015447039040736854
"Jan 15, 2020, 3 PM",PMXY,0.0004117616954317782
"Jan 15, 2020, 3 PM",ETHB,0.0014159606265214582
"Jan 15, 2020, 3 PM",TOL,0.03919918877848735
"Jan 15, 2020, 4 PM",BENZ,0.06527378782629967
"Jan 15, 2020, 4 PM",OXY,0.000734721019398421
"Jan 15, 2020, 4 PM",PMXY,0.0007244316948344931
"Jan 15, 2020, 4 PM",ETHB,0.0019347431662026793
"Jan 15, 2020, 4 PM",TOL,0.052384318162997566
"Jan 15, 2020, 5 PM",BENZ,0.07227374240756035
"Jan 15, 2020, 5 PM",OXY,0.0014387342328388644
"Jan 15, 2020, 5 PM",PMXY,0.0004291519206682486
"Jan 15, 2020, 5 PM",TOL,0.06653725262731314
"Jan 15, 2020, 5 PM",ETHB,0.0015459229886930967
"Jan 15, 2020, 6 PM",OXY,0.0018992152569505076
"Jan 15, 2020, 6 PM",BENZ,0.0747316237539053
"Jan 15, 2020, 6 PM",PMXY,0.0007484958866067851
"Jan 15, 2020, 6 PM",TOL,0.06036547260979811
"Jan 15, 2020, 6 PM",ETHB,0.0011655898755028222
"Jan 15, 2020, 7 PM",OXY,0.0008402114763157442
"Jan 15, 2020, 7 PM",TOL,0.05527173320297152
"Jan 15, 2020, 7 PM",PMXY,0.0003311650628650871
"Jan 15, 2020, 7 PM",BENZ,0.07176732271909714
"Jan 15, 2020, 7 PM",ETHB,0.0008102184365270659
"Jan 15, 2020, 8 PM",OXY,0.0006569464167114347
"Jan 15, 2020, 8 PM",TOL,0.07078317909811933
"Jan 15, 2020, 8 PM",PMXY,0.000803067407105118
"Jan 15, 2020, 8 PM",ETHB,0.0018406278492572408
"Jan 15, 2020, 8 PM",BENZ,0.07287418718139331
"Jan 15, 2020, 9 PM",BENZ,0.06152018842597803
"Jan 15, 2020, 9 PM",TOL,0.06922054477035999
"Jan 15, 2020, 9 PM",ETHB,0.0013784075393535506
"Jan 15, 2020, 9 PM",OXY,0.0009262779058190063
"Jan 15, 2020, 9 PM",PMXY,0.0004269973408857671
"Jan 15, 2020, 10 PM",TOL,0.04719089173401395
"Jan 15, 2020, 10 PM",BENZ,0.05761438111464182
"Jan 15, 2020, 10 PM",PMXY,0.0008220235661913952
"Jan 15, 2020, 10 PM",ETHB,0.0018925390516718228
"Jan 15, 2020, 10 PM",OXY,0.0006923515805586552
"Jan 15, 2020, 11 PM",BENZ,0.06733520179986954
"Jan 15, 2020, 11 PM",PMXY,0.0006919691739312838
"Jan 15, 2020, 11 PM",ETHB,0.0009748534444952384
"Jan 15, 2020, 11 PM",OXY,0.0008045520662562922
"Jan 15, 2020, 11 PM",TOL,0.062826107442379
"Jan 16, 2020, 12 AM",BENZ,0.066598329693079
"Jan 16, 2020, 12 AM",OXY,0.0013895457183631759
"Jan 16, 2020, 12 AM",TOL,0.052335960790514946
"Jan 16, 2020, 12 AM",ETHB,0.0013780654699075967
"Jan 16, 2020, 12 AM",PMXY,0.00019712345723140365
"Jan 16, 2020, 1 AM",BENZ,0.06209058314561844
"Jan 16, 2020, 1 AM",OXY,0.0015312279817104961
"Jan 16, 2020, 1 AM",TOL,0.05050684356441101
"Jan 16, 2020, 1 AM",ETHB,0.002220276490940402
"Jan 16, 2020, 1 AM",PMXY,0.00031874725633921724
"Jan 16, 2020, 2 AM",BENZ,0.05827160490055879
"Jan 16, 2020, 2 AM",OXY,0.0009789796701322
"Jan 16, 2020, 2 AM",TOL,0.05919682669142882
"Jan 16, 2020, 2 AM",ETHB,0.001274020522638845
"Jan 16, 2020, 2 AM",PMXY,0.0005106013971574915
"Jan 16, 2020, 3 AM",PMXY,0.0009001516834056625
"Jan 16, 2020, 3 AM",ETHB,0.0010292184730739489
"Jan 16, 2020, 3 AM",OXY,0.0010704441277387862
"Jan 16, 2020, 3 AM",BENZ,0.06804162263870239
"Jan 16, 2020, 3 AM",TOL,0.05150132284810146
"Jan 16, 2020, 4 AM",PMXY,0.0003732361995692675
"Jan 16, 2020, 4 AM",OXY,0.0020160278072580695
"Jan 16, 2020, 4 AM",ETHB,0.0020290721828738847
"Jan 16, 2020, 4 AM",TOL,0.05903900290528933
"Jan 16, 2020, 4 AM",BENZ,0.07014633466800053
"Jan 16, 2020, 5 AM",PMXY,0.00057609469028345
"Jan 16, 2020, 5 AM",OXY,0.0005845303870349502
"Jan 16, 2020, 5 AM",BENZ,0.07428305720289548
"Jan 16, 2020, 5 AM",ETHB,0.0016698443796485662
"Jan 16, 2020, 5 AM",TOL,0.06611885669796418
"Jan 16, 2020, 6 AM",PMXY,0.0007785409761709161
"Jan 16, 2020, 6 AM",OXY,0.0016769331802303593
"Jan 16, 2020, 6 AM",BENZ,0.11242272580663364
"Jan 16, 2020, 6 AM",ETHB,0.0022556029492989183
"Jan 16, 2020, 6 AM",TOL,0.08895048747460048
"Jan 16, 2020, 7 AM",OXY,0.0020683897261430198
"Jan 16, 2020, 7 AM",PMXY,0.0003819680393159312
"Jan 16, 2020, 7 AM",BENZ,0.13341621806224188
"Jan 16, 2020, 7 AM",ETHB,0.0008533257860108279
"Jan 16, 2020, 7 AM",TOL,0.11502665281295776
"Jan 16, 2020, 8 AM",BENZ,0.11018991097807884
"Jan 16, 2020, 8 AM",TOL,0.0910905400911967
"Jan 16, 2020, 8 AM",ETHB,0.0009206759452354163
"Jan 16, 2020, 8 AM",PMXY,0.00038898854108992964
"Jan 16, 2020, 8 AM",OXY,0.0014552116432848077
"Jan 16, 2020, 9 AM",TOL,0.08566156588494778
"Jan 16, 2020, 9 AM",ETHB,0.0015833550181317453
"Jan 16, 2020, 9 AM",PMXY,0.00048558091414937127
"Jan 16, 2020, 9 AM",BENZ,0.08525241538882256
"Jan 16, 2020, 9 AM",OXY,0.0012147872669932742
"Jan 16, 2020, 10 AM",ETHB,0.0012031547472967457
"Jan 16, 2020, 10 AM",TOL,0.0859113447368145
"Jan 16, 2020, 10 AM",PMXY,0.0004934231061876441
"Jan 16, 2020, 10 AM",BENZ,0.08421775698661804
"Jan 16, 2020, 10 AM",OXY,0.0019794498851600415
"Jan 16, 2020, 11 AM",TOL,0.08206880154709022
"Jan 16, 2020, 11 AM",PMXY,0.0004308124625822529
"Jan 16, 2020, 11 AM",BENZ,0.0471649415170153
"Jan 16, 2020, 11 AM",ETHB,0.00248355439301425
"Jan 16, 2020, 11 AM",OXY,0.0012906558549730107
"Jan 16, 2020, 12 PM",OXY,0.0018162960768677294
"Jan 16, 2020, 12 PM",ETHB,0.001391431277928253
"Jan 16, 2020, 12 PM",TOL,0.0928301177918911
"Jan 16, 2020, 12 PM",BENZ,0.04984134063124657
"Jan 16, 2020, 12 PM",PMXY,0.0001884444233534547
"Jan 16, 2020, 1 PM",OXY,0.0016204187898741413
"Jan 16, 2020, 1 PM",ETHB,0.0013240974076325074
"Jan 16, 2020, 1 PM",TOL,0.059741054040690265
"Jan 16, 2020, 1 PM",BENZ,0.032453404366970064
"Jan 16, 2020, 1 PM",PMXY,0.0004932515330438036
"Jan 16, 2020, 2 PM",OXY,0.0006772661605888667
"Jan 16, 2020, 2 PM",ETHB,0.0008875677788940569
"Jan 16, 2020, 2 PM",TOL,0.06484050132955115
"Jan 16, 2020, 2 PM",BENZ,0.044749351839224495
"Jan 16, 2020, 2 PM",PMXY,0.0004688931949203834
"Jan 16, 2020, 3 PM",OXY,0.0013554849138017744
"Jan 16, 2020, 3 PM",ETHB,0.001871129071029524
"Jan 16, 2020, 3 PM",TOL,0.09513367588321368
"Jan 16, 2020, 3 PM",BENZ,0.03905097488313913
"Jan 16, 2020, 3 PM",PMXY,0.0003915570159733761
"Jan 16, 2020, 4 PM",OXY,0.0008990930461247141
"Jan 16, 2020, 4 PM",ETHB,0.0016302611717643838
"Jan 16, 2020, 4 PM",TOL,0.1173239362736543
"Jan 16, 2020, 4 PM",BENZ,0.0535030011087656
"Jan 16, 2020, 4 PM",PMXY,0.0005648449490157267
"Jan 16, 2020, 5 PM",OXY,0.0012878547228562336
"Jan 16, 2020, 5 PM",ETHB,0.0013980921066831797
"Jan 16, 2020, 5 PM",TOL,0.09725525975227356
"Jan 16, 2020, 5 PM",BENZ,0.04720022374143203
"Jan 16, 2020, 5 PM",PMXY,0.0004906498555404445
"Jan 16, 2020, 6 PM",PMXY,0.0004360578835379177
"Jan 16, 2020, 6 PM",OXY,0.0013623060949612409
"Jan 16, 2020, 6 PM",ETHB,0.0014257306490132275
"Jan 16, 2020, 6 PM",BENZ,0.04734369988242785
"Jan 16, 2020, 6 PM",TOL,0.08872587730487187
"Jan 16, 2020, 7 PM",PMXY,0.0006569354773091618
"Jan 16, 2020, 7 PM",OXY,0.0017077926313504577
"Jan 16, 2020, 7 PM",ETHB,0.0010276214743498713
"Jan 16, 2020, 7 PM",BENZ,0.03444502502679825
"Jan 16, 2020, 7 PM",TOL,0.09168195351958275
"Jan 16, 2020, 8 PM",PMXY,0.0004488427699210921
"Jan 16, 2020, 8 PM",OXY,0.001311587610481573
"Jan 16, 2020, 8 PM",ETHB,0.002644451821522255
"Jan 16, 2020, 8 PM",BENZ,0.0367114676960877
"Jan 16, 2020, 8 PM",TOL,0.07793601070131574
"Jan 16, 2020, 9 PM",PMXY,0.0003494857082841918
"Jan 16, 2020, 9 PM",OXY,0.001679277018411085
"Jan 16, 2020, 9 PM",ETHB,0.0018595641255766775
"Jan 16, 2020, 9 PM",BENZ,0.03563937172293663
"Jan 16, 2020, 9 PM",TOL,0.06689154915511608
"Jan 16, 2020, 10 PM",PMXY,0.00035243877330988954
"Jan 16, 2020, 10 PM",OXY,0.0013200146834909294
"Jan 16, 2020, 10 PM",ETHB,0.0012946667557116598
"Jan 16, 2020, 10 PM",BENZ,0.03289096113294363
"Jan 16, 2020, 10 PM",TOL,0.04483935706472645
"Jan 16, 2020, 11 PM",PMXY,0.0004090335685759783
"Jan 16, 2020, 11 PM",OXY,0.0013360992539674043
"Jan 16, 2020, 11 PM",ETHB,0.0016934479819610715
"Jan 16, 2020, 11 PM",BENZ,0.03015542943030596
"Jan 16, 2020, 11 PM",TOL,0.04271812464576215
"Jan 17, 2020, 12 AM",BENZ,0.03209303071101507
"Jan 17, 2020, 12 AM",OXY,0.001189683311774085
"Jan 17, 2020, 12 AM",PMXY,0.0005814263713546097
"Jan 17, 2020, 12 AM",ETHB,0.0014434210606850684
"Jan 17, 2020, 12 AM",TOL,0.04703063393632571
"Jan 17, 2020, 1 AM",BENZ,0.030970375208805006
"Jan 17, 2020, 1 AM",OXY,0.001084541785530746
"Jan 17, 2020, 1 AM",ETHB,0.0013918290060246363
"Jan 17, 2020, 1 AM",PMXY,0.0003712349692553592
"Jan 17, 2020, 1 AM",TOL,0.033249684260226786
"Jan 17, 2020, 2 AM",BENZ,0.02845494185263912
"Jan 17, 2020, 2 AM",OXY,0.0010495111588776733
"Jan 17, 2020, 2 AM",ETHB,0.0010500782179102923
"Jan 17, 2020, 2 AM",PMXY,0.00037499655566837947
"Jan 17, 2020, 2 AM",TOL,0.039011839466790356
"Jan 17, 2020, 3 AM",TOL,0.022321733684899907
"Jan 17, 2020, 3 AM",PMXY,0.0003138285513462809
"Jan 17, 2020, 3 AM",ETHB,0.002497762288840022
"Jan 17, 2020, 3 AM",OXY,0.0010075825800110276
"Jan 17, 2020, 3 AM",BENZ,0.02982649430632591
"Jan 17, 2020, 4 AM",PMXY,0.0005746499227825552
"Jan 17, 2020, 4 AM",TOL,0.03401330683846027
"Jan 17, 2020, 4 AM",ETHB,0.0022611067979596555
"Jan 17, 2020, 4 AM",OXY,0.001713112117916656
"Jan 17, 2020, 4 AM",BENZ,0.015876117240016658
"Jan 17, 2020, 5 AM",PMXY,0.00036978218728715245
"Jan 17, 2020, 5 AM",TOL,0.026339412472831707
"Jan 17, 2020, 5 AM",ETHB,0.0011257631025121857
"Jan 17, 2020, 5 AM",OXY,0.0015274926845449954
"Jan 17, 2020, 5 AM",BENZ,0.033231195993721485
"Jan 17, 2020, 6 AM",PMXY,0.0003827201029101464
"Jan 17, 2020, 6 AM",TOL,0.024438623649378616
"Jan 17, 2020, 6 AM",ETHB,0.0016089365623580913
"Jan 17, 2020, 6 AM",BENZ,0.030871956329792737
"Jan 17, 2020, 6 AM",OXY,0.0019220442239505549
"Jan 17, 2020, 7 AM",PMXY,0.0003952780850037622
"Jan 17, 2020, 7 AM",TOL,0.02293114612499873
"Jan 17, 2020, 7 AM",BENZ,0.04365382374574741
"Jan 17, 2020, 7 AM",ETHB,0.0012120530688359092
"Jan 17, 2020, 7 AM",OXY,0.001570157985649227
"Jan 17, 2020, 8 AM",TOL,0.00953012992007037
"Jan 17, 2020, 8 AM",BENZ,0.022389591516306002
"Jan 17, 2020, 8 AM",PMXY,0.0002949270098421645
"Jan 17, 2020, 8 AM",OXY,0.0018035638010284554
"Jan 17, 2020, 8 AM",ETHB,0.0011032551822912258
"Jan 17, 2020, 9 AM",BENZ,0.01759593663737178
"Jan 17, 2020, 9 AM",PMXY,0.0005418252694653347
"Jan 17, 2020, 9 AM",ETHB,0.001205929108740141
"Jan 17, 2020, 9 AM",OXY,0.0016240145099194099
"Jan 17, 2020, 9 AM",TOL,0.009288369270507246
"Jan 17, 2020, 10 AM",BENZ,0.020528719387948514
"Jan 17, 2020, 10 AM",PMXY,0.0004528269746515434
"Jan 17, 2020, 10 AM",ETHB,0.0021603964269161224
"Jan 17, 2020, 10 AM",OXY,0.0007582949668479463
"Jan 17, 2020, 10 AM",TOL,0.007904157740995288
"Jan 17, 2020, 11 AM",PMXY,0.00037403000411965576
"Jan 17, 2020, 11 AM",ETHB,0.0011770595835211377
"Jan 17, 2020, 11 AM",OXY,0.0013198755574800696
"Jan 17, 2020, 11 AM",TOL,0.0028068881559496126
"Jan 17, 2020, 11 AM",BENZ,0.015030226297676563
"Jan 17, 2020, 12 PM",PMXY,0.00030308351657974225
"Jan 17, 2020, 12 PM",ETHB,0.0014048951464549948
