datetime-dronetest,T-VOC concentration (ppb)
"Jan 24, 2020, 5 AM",167.23995384465294
"Jan 24, 2020, 6 AM",172.17582534253754
"Jan 24, 2020, 7 AM",189.33708159091864
"Jan 24, 2020, 8 AM",181.5077826853645
"Jan 24, 2020, 9 AM",162.5776441720852
"Jan 24, 2020, 10 AM",109.58096115277549
"Jan 24, 2020, 11 AM",90.93678528628095
"Jan 24, 2020, 12 PM",60.02956820430852
"Jan 24, 2020, 1 PM",48.81752720671494
"Jan 24, 2020, 2 PM",41.92845152271181
"Jan 24, 2020, 3 PM",34.56908886014989
"Jan 24, 2020, 4 PM",32.00364823487313
"Jan 24, 2020, 5 PM",40.48576525150951
"Jan 24, 2020, 6 PM",73.32372739056473
"Jan 24, 2020, 7 PM",123.51892500094525
"Jan 24, 2020, 8 PM",145.36042196184115
"Jan 24, 2020, 9 PM",107.57948562835698
"Jan 24, 2020, 10 PM",117.38674039257542
"Jan 24, 2020, 11 PM",125.33609079299188
"Jan 25, 2020, 12 AM",130.00682187106997
"Jan 25, 2020, 1 AM",134.17618911199435
"Jan 25, 2020, 2 AM",147.6877525226835
"Jan 25, 2020, 3 AM",160.45729687585236
"Jan 25, 2020, 4 AM",168.37187834360796
"Jan 25, 2020, 5 AM",164.98211472653273
"Jan 25, 2020, 6 AM",175.66899490062062
"Jan 25, 2020, 7 AM",164.24340415399683
"Jan 25, 2020, 8 AM",144.21138813987926
"Jan 25, 2020, 9 AM",139.3610961202631
"Jan 25, 2020, 10 AM",126.45222055663699
"Jan 25, 2020, 11 AM",112.28184233153678
"Jan 25, 2020, 12 PM",99.24990884010134
"Jan 25, 2020, 1 PM",102.83889549811386
"Jan 25, 2020, 2 PM",117.20708412724571
"Jan 25, 2020, 3 PM",125.48902837393784
"Jan 25, 2020, 4 PM",124.81972608002083
"Jan 25, 2020, 5 PM",132.02073826325207
"Jan 25, 2020, 6 PM",138.7927984378871
"Jan 25, 2020, 7 PM",147.0755731203368
"Jan 25, 2020, 8 PM",153.14108433020613
"Jan 25, 2020, 9 PM",156.98078906510148
"Jan 25, 2020, 10 PM",160.8640046640532
"Jan 25, 2020, 11 PM",176.0734641203308
"Jan 26, 2020, 12 AM",193.86920824048673
"Jan 26, 2020, 1 AM",204.92728114541782
"Jan 26, 2020, 2 AM",213.62474820591626
"Jan 26, 2020, 3 AM",232.90268395696134
"Jan 26, 2020, 4 AM",247.07945172023875
"Jan 26, 2020, 5 AM",242.9773859339793
"Jan 26, 2020, 6 AM",234.7910196661192
"Jan 26, 2020, 7 AM",245.87995777719624
"Jan 26, 2020, 8 AM",248.6380615199726
"Jan 26, 2020, 9 AM",239.63634280551446
"Jan 26, 2020, 10 AM",223.53744289360606
"Jan 26, 2020, 11 AM",201.5526023555812
"Jan 26, 2020, 12 PM",176.97089880802432
"Jan 26, 2020, 1 PM",159.8599018660467
"Jan 26, 2020, 2 PM",144.08668899051943
"Jan 26, 2020, 3 PM",127.37597608043016
"Jan 26, 2020, 4 PM",121.52549108374623
"Jan 26, 2020, 5 PM",132.6325669300322
"Jan 26, 2020, 6 PM",140.5291455952678
"Jan 26, 2020, 7 PM",170.46689943903104
"Jan 26, 2020, 8 PM",192.00334782468238
"Jan 26, 2020, 9 PM",207.0600498889048
"Jan 26, 2020, 10 PM",199.90913262786495
"Jan 26, 2020, 11 PM",201.8744088670275
"Jan 27, 2020, 12 AM",208.45336922514008
"Jan 27, 2020, 1 AM",207.762193566742
"Jan 27, 2020, 2 AM",221.74039076182308
"Jan 27, 2020, 3 AM",195.12192448813656
"Jan 27, 2020, 4 AM",209.13504489131648
"Jan 27, 2020, 5 AM",202.11578002184987
"Jan 27, 2020, 6 AM",192.13432549449283
"Jan 27, 2020, 7 AM",189.80444095198095
"Jan 27, 2020, 8 AM",188.84705134145187
"Jan 27, 2020, 9 AM",186.53397642596738
"Jan 27, 2020, 10 AM",187.71117154179638
"Jan 27, 2020, 11 AM",189.6267120312723
"Jan 27, 2020, 12 PM",191.29247697037124
"Jan 27, 2020, 1 PM",182.52296569075784
"Jan 27, 2020, 2 PM",166.83622587021244
"Jan 27, 2020, 3 PM",164.72942120087413
"Jan 27, 2020, 4 PM",168.1533436958387
"Jan 27, 2020, 5 PM",173.48972175471235
"Jan 27, 2020, 6 PM",181.73024907261546
"Jan 27, 2020, 7 PM",184.17776743152524
"Jan 27, 2020, 8 PM",181.1267211475801
"Jan 27, 2020, 9 PM",181.2602055599827
"Jan 27, 2020, 10 PM",179.68769168637542
"Jan 27, 2020, 11 PM",180.068450135909
"Jan 28, 2020, 12 AM",182.1350533592931
"Jan 28, 2020, 1 AM",186.65685922309697
"Jan 28, 2020, 2 AM",187.46724278947414
"Jan 28, 2020, 3 AM",186.42390210604407
"Jan 28, 2020, 4 AM",190.59115722562854
"Jan 28, 2020, 5 AM",199.79978388461222
"Jan 28, 2020, 6 AM",202.75026066196355
"Jan 28, 2020, 7 AM",207.7742704408934
"Jan 28, 2020, 8 AM",222.1208293853096
"Jan 28, 2020, 9 AM",229.6980420109038
"Jan 28, 2020, 10 AM",223.77880922732092
"Jan 28, 2020, 11 AM",213.4843250146224
"Jan 28, 2020, 12 PM",210.53164619644537
"Jan 28, 2020, 1 PM",223.41040486561684
"Jan 28, 2020, 2 PM",237.95191777004706
"Jan 28, 2020, 3 PM",250.1370776105703
"Jan 28, 2020, 4 PM",259.7507961411229
"Jan 28, 2020, 5 PM",295.5461858891892
"Jan 28, 2020, 6 PM",293.15895644706103
"Jan 28, 2020, 7 PM",278.7906945924203
"Jan 28, 2020, 8 PM",240.10401237097375
"Jan 28, 2020, 9 PM",210.3716867811772
"Jan 28, 2020, 10 PM",182.48405659734135
"Jan 28, 2020, 11 PM",174.89938225455677
"Jan 29, 2020, 12 AM",173.8286145673258
"Jan 29, 2020, 1 AM",169.62988298839878
"Jan 29, 2020, 2 AM",161.45882165421415
"Jan 29, 2020, 3 AM",165.05673794926298
"Jan 29, 2020, 4 AM",164.19391584172223
"Jan 29, 2020, 5 AM",166.92694669403707
"Jan 29, 2020, 6 AM",169.98740836870056
"Jan 29, 2020, 7 AM",174.55950427613553
"Jan 29, 2020, 8 AM",175.95139034059616
"Jan 29, 2020, 9 AM",176.79510851587148
"Jan 29, 2020, 10 AM",170.8105777809699
"Jan 29, 2020, 11 AM",166.42318790260447
"Jan 29, 2020, 12 PM",159.49088229655035
"Jan 29, 2020, 1 PM",153.43648814551935
"Jan 29, 2020, 2 PM",148.21959057012214
"Jan 29, 2020, 3 PM",146.52004135196023
"Jan 29, 2020, 4 PM",148.39490533115674
"Jan 29, 2020, 5 PM",155.9517477863554
"Jan 29, 2020, 6 PM",159.79209131798717
"Jan 29, 2020, 7 PM",161.94716250451805
"Jan 29, 2020, 8 PM",165.0897016757732
"Jan 29, 2020, 9 PM",169.55969598237576
"Jan 29, 2020, 10 PM",170.73495662884224
"Jan 29, 2020, 11 PM",173.7551996520402
"Jan 30, 2020, 12 AM",173.57391034348285
"Jan 30, 2020, 1 AM",178.5463113433235
"Jan 30, 2020, 2 AM",184.8550450424343
"Jan 30, 2020, 3 AM",191.4797179360701
"Jan 30, 2020, 4 AM",195.22962110785124
"Jan 30, 2020, 5 AM",198.11571968376532
"Jan 30, 2020, 6 AM",198.78935328588355
"Jan 30, 2020, 7 AM",198.1651042410464
"Jan 30, 2020, 8 AM",200.68405092259468
"Jan 30, 2020, 9 AM",205.94971019754234
"Jan 30, 2020, 10 AM",200.1969358684968
"Jan 30, 2020, 11 AM",193.32980345503276
"Jan 30, 2020, 12 PM",193.24747942956688
"Jan 30, 2020, 1 PM",193.56970899319157
"Jan 30, 2020, 2 PM",207.21426147665326
"Jan 30, 2020, 3 PM",211.32815461559397
"Jan 30, 2020, 4 PM",201.9669331505714
"Jan 30, 2020, 5 PM",202.86143419438437
"Jan 30, 2020, 6 PM",205.32443071874852
"Jan 30, 2020, 7 PM",208.43288675015717
"Jan 30, 2020, 8 PM",206.7325225891557
"Jan 30, 2020, 9 PM",203.80018215705698
"Jan 30, 2020, 10 PM",202.3377510403108
"Jan 30, 2020, 11 PM",207.10575157693646
"Jan 31, 2020, 12 AM",208.78243040493493
"Jan 31, 2020, 1 AM",211.4334705024682
"Jan 31, 2020, 2 AM",217.16546352562867
"Jan 31, 2020, 3 AM",223.33741273513047
"Jan 31, 2020, 4 AM",229.08202630950694
"Jan 31, 2020, 5 AM",236.1976529668447
"Jan 31, 2020, 6 AM",239.6520620263412
"Jan 31, 2020, 7 AM",243.64807188573312
"Jan 31, 2020, 8 AM",242.39720398847032
"Jan 31, 2020, 9 AM",231.69404678364816
"Jan 31, 2020, 10 AM",221.23206404024074
"Jan 31, 2020, 11 AM",200.47706511135192
"Jan 31, 2020, 12 PM",179.19204237786073
"Jan 31, 2020, 1 PM",159.87509873543345
"Jan 31, 2020, 2 PM",144.1280131129902
"Jan 31, 2020, 3 PM",136.2500812860778
"Jan 31, 2020, 4 PM",139.78457496663162
"Jan 31, 2020, 5 PM",147.00206207928164
"Jan 31, 2020, 6 PM",151.43191445533517
"Jan 31, 2020, 7 PM",158.029472740858
"Jan 31, 2020, 8 PM",177.16143017955503
"Jan 31, 2020, 9 PM",190.5351207647892
"Jan 31, 2020, 10 PM",202.92031679017234
"Jan 31, 2020, 11 PM",216.30387136124028
"Feb 1, 2020, 12 AM",223.31091899040106
"Feb 1, 2020, 1 AM",231.16816520457942
"Feb 1, 2020, 2 AM",235.77417291519922
"Feb 1, 2020, 3 AM",249.92021335017145
"Feb 1, 2020, 4 AM",252.14405281330744
"Feb 1, 2020, 5 AM",252.4066178577803
"Feb 1, 2020, 6 AM",250.25044836270965
"Feb 1, 2020, 7 AM",259.40431881760026
"Feb 1, 2020, 8 AM",242.37945772524196
"Feb 1, 2020, 9 AM",211.3661835111255
"Feb 1, 2020, 10 AM",159.2664441652679
"Feb 1, 2020, 11 AM",100.48596847256546
"Feb 1, 2020, 12 PM",78.55451567311731
"Feb 1, 2020, 1 PM",62.01861370845512
"Feb 1, 2020, 2 PM",53.94941890695711
"Feb 1, 2020, 3 PM",56.486137823506006
"Feb 1, 2020, 4 PM",52.40725028888981
"Feb 1, 2020, 5 PM",55.94065439916104
"Feb 1, 2020, 6 PM",76.79000842714638
"Feb 1, 2020, 7 PM",104.83526546974744
"Feb 1, 2020, 8 PM",133.86619250587466
"Feb 1, 2020, 9 PM",120.09706444309144
"Feb 1, 2020, 10 PM",113.96352017550207
"Feb 1, 2020, 11 PM",131.19315660133918
"Feb 2, 2020, 12 AM",148.9775699137209
"Feb 2, 2020, 1 AM",165.42487724452602
"Feb 2, 2020, 2 AM",176.37736021761646
"Feb 2, 2020, 3 AM",185.4972177594775
"Feb 2, 2020, 4 AM",191.9302660954695
"Feb 2, 2020, 5 AM",201.64621379885418
"Feb 2, 2020, 6 AM",214.28230292870418
"Feb 2, 2020, 7 AM",224.664175477801
"Feb 2, 2020, 8 AM",227.4160648130798
"Feb 2, 2020, 9 AM",184.76105875805743
"Feb 2, 2020, 10 AM",123.0490092476599
"Feb 2, 2020, 11 AM",95.61835742148865
"Feb 2, 2020, 12 PM",83.36197817946275
"Feb 2, 2020, 1 PM",78.65288675471605
"Feb 2, 2020, 2 PM",85.36588836314137
"Feb 2, 2020, 3 PM",84.43023916727954
"Feb 2, 2020, 4 PM",87.56356247089295
"Feb 2, 2020, 5 PM",89.54952415754997
"Feb 2, 2020, 6 PM",98.07856654871128
"Feb 2, 2020, 7 PM",100.71600038267556
"Feb 2, 2020, 8 PM",107.10041459203207
"Feb 2, 2020, 9 PM",123.42640071740125
"Feb 2, 2020, 10 PM",143.32236869523214
"Feb 2, 2020, 11 PM",164.5818398703003
"Feb 3, 2020, 12 AM",179.95611769090613
"Feb 3, 2020, 1 AM",191.95841895239846
"Feb 3, 2020, 2 AM",203.89563887920474
"Feb 3, 2020, 3 AM",215.26770602144546
"Feb 3, 2020, 4 AM",228.68980622133955
"Feb 3, 2020, 5 AM",244.6680205558368
"Feb 3, 2020, 6 AM",257.988681369722
"Feb 3, 2020, 7 AM",265.2393285551023
"Feb 3, 2020, 8 AM",273.1619913264541
"Feb 3, 2020, 9 AM",266.7080892902057
"Feb 3, 2020, 10 AM",248.09427555312743
"Feb 3, 2020, 11 AM",218.4396188687307
"Feb 3, 2020, 12 PM",200.2346007704163
"Feb 3, 2020, 1 PM",186.60127064897122
"Feb 3, 2020, 2 PM",185.91009378529637
"Feb 3, 2020, 3 PM",191.41569845029892
"Feb 3, 2020, 4 PM",198.01016277067868
"Feb 3, 2020, 5 PM",206.5206402823434
"Feb 3, 2020, 6 PM",215.04878763879552
"Feb 3, 2020, 7 PM",222.84663243409696
"Feb 3, 2020, 8 PM",236.65769629735817
"Feb 3, 2020, 9 PM",243.79436477534225
"Feb 3, 2020, 10 PM",252.3725157931433
"Feb 3, 2020, 11 PM",255.70450936273372
"Feb 4, 2020, 12 AM",257.37028032821644
"Feb 4, 2020, 1 AM",259.8210973406377
"Feb 4, 2020, 2 AM",262.0695378990508
"Feb 4, 2020, 3 AM",267.2110826616762
"Feb 4, 2020, 4 AM",268.1830538283144
"Feb 4, 2020, 5 AM",270.0937517680806
"Feb 4, 2020, 6 AM",272.3285496084409
"Feb 4, 2020, 7 AM",280.00425044132885
"Feb 4, 2020, 8 AM",284.5253946956155
"Feb 4, 2020, 9 AM",285.6170343512336
"Feb 4, 2020, 10 AM",276.0548655120441
"Feb 4, 2020, 11 AM",258.56831468097965
"Feb 4, 2020, 12 PM",243.9062514331463
"Feb 4, 2020, 1 PM",230.49198439561417
"Feb 4, 2020, 2 PM",223.19038824246653
"Feb 4, 2020, 3 PM",226.18439238839122
"Feb 4, 2020, 4 PM",227.64829153235462
"Feb 4, 2020, 5 PM",240.22360913513558
"Feb 4, 2020, 6 PM",257.80712448970155
"Feb 4, 2020, 7 PM",271.7299006441404
"Feb 4, 2020, 8 PM",281.75704842259114
"Feb 4, 2020, 9 PM",285.4358973449597
"Feb 4, 2020, 10 PM",295.0952761467317
"Feb 4, 2020, 11 PM",305.6066197987218
"Feb 5, 2020, 12 AM",283.88470197107847
"Feb 5, 2020, 1 AM",243.2125318338125
"Feb 5, 2020, 2 AM",250.718727058418
"Feb 5, 2020, 3 AM",255.35234072187097
"Feb 5, 2020, 4 AM",261.934593896369
"Feb 5, 2020, 5 AM",265.6563345690063
"Feb 5, 2020, 6 AM",276.08378750085035
"Feb 5, 2020, 7 AM",290.1751274855041
"Feb 5, 2020, 8 AM",309.1685516070261
"Feb 5, 2020, 9 AM",326.11879400889313
"Feb 5, 2020, 10 AM",327.8361513683638
"Feb 5, 2020, 11 AM",328.31153973955844
"Feb 5, 2020, 12 PM",324.0408810312003
"Feb 5, 2020, 1 PM",304.9991952135932
"Feb 5, 2020, 2 PM",294.5214920440823
"Feb 5, 2020, 3 PM",296.09209912109486
"Feb 5, 2020, 4 PM",303.37238964376314
"Feb 5, 2020, 5 PM",303.8647850157909
"Feb 5, 2020, 6 PM",303.39887921862356
"Feb 5, 2020, 7 PM",298.3851215246767
"Feb 5, 2020, 8 PM",291.77752082374457
"Feb 5, 2020, 9 PM",284.8183636653956
"Feb 5, 2020, 10 PM",280.78502397105143
"Feb 5, 2020, 11 PM",294.53355686546536
"Feb 6, 2020, 12 AM",330.27312550845113
"Feb 6, 2020, 1 AM",336.49811283876005
"Feb 6, 2020, 2 AM",334.860511604082
"Feb 6, 2020, 3 AM",327.0823599246192
"Feb 6, 2020, 4 AM",318.57219158590914
"Feb 6, 2020, 5 AM",310.19689503046925
"Feb 6, 2020, 6 AM",307.051872104362
"Feb 6, 2020, 7 AM",295.6208906986555
"Feb 6, 2020, 8 AM",280.3984772182706
"Feb 6, 2020, 9 AM",261.1212766861112
"Feb 6, 2020, 10 AM",231.51320199869335
"Feb 6, 2020, 11 AM",180.70031588899195
"Feb 6, 2020, 12 PM",124.5048595527426
"Feb 6, 2020, 1 PM",94.30782293471923
"Feb 6, 2020, 2 PM",69.28838211552318
"Feb 6, 2020, 3 PM",55.330410914453104
"Feb 6, 2020, 4 PM",50.01355718405747
"Feb 6, 2020, 5 PM",49.028180675447025
"Feb 6, 2020, 6 PM",49.19492952394811
"Feb 6, 2020, 7 PM",58.070644036645
"Feb 6, 2020, 8 PM",78.86336063719587
"Feb 6, 2020, 9 PM",95.7395411864826
"Feb 6, 2020, 10 PM",98.95515235725595
"Feb 6, 2020, 11 PM",110.27579723700177
"Feb 7, 2020, 12 AM",122.60637199098039
"Feb 7, 2020, 1 AM",133.3679907125669
"Feb 7, 2020, 2 AM",138.40105814711038
"Feb 7, 2020, 3 AM",143.53570835672937
"Feb 7, 2020, 4 AM",148.24763616728984
"Feb 7, 2020, 5 AM",157.15867346652524
"Feb 7, 2020, 6 AM",168.7557907791287
"Feb 7, 2020, 7 AM",172.81177400986837
"Feb 7, 2020, 8 AM",170.4537426368119
"Feb 7, 2020, 9 AM",161.90045923141474
"Feb 7, 2020, 10 AM",141.34027281746842
"Feb 7, 2020, 11 AM",95.84157992557063
"Feb 7, 2020, 12 PM",82.54687354361931
"Feb 7, 2020, 1 PM",76.3983404529814
"Feb 7, 2020, 2 PM",75.78374326525065
"Feb 7, 2020, 3 PM",84.21739571049017
"Feb 7, 2020, 4 PM",88.51875040995533
"Feb 7, 2020, 5 PM",95.54737907535832
"Feb 7, 2020, 6 PM",113.86222629751433
"Feb 7, 2020, 7 PM",129.95087894554698
"Feb 7, 2020, 8 PM",148.46193559852787
"Feb 7, 2020, 9 PM",163.58440456669135
"Feb 7, 2020, 10 PM",179.27042724750422
"Feb 7, 2020, 11 PM",194.46639520395416
"Feb 8, 2020, 12 AM",209.12187483105163
"Feb 8, 2020, 1 AM",227.9481668260306
"Feb 8, 2020, 2 AM",240.83839675661048
"Feb 8, 2020, 3 AM",241.18069417997788
"Feb 8, 2020, 4 AM",242.24305292700402
"Feb 8, 2020, 5 AM",221.76378639098007
"Feb 8, 2020, 6 AM",176.56313918248242
"Feb 8, 2020, 7 AM",167.49374778808598
"Feb 8, 2020, 8 AM",152.17929026866628
"Feb 8, 2020, 9 AM",141.21666203311455
"Feb 8, 2020, 10 AM",159.15648735983876
"Feb 8, 2020, 11 AM",171.2114724782209
"Feb 8, 2020, 12 PM",170.8048072440692
"Feb 8, 2020, 1 PM",178.7321144428868
"Feb 8, 2020, 2 PM",181.9934297122453
"Feb 8, 2020, 3 PM",187.69544991041602
"Feb 8, 2020, 4 PM",197.78696670492792
"Feb 8, 2020, 5 PM",205.24068808241694
"Feb 8, 2020, 6 PM",219.40393263930906
"Feb 8, 2020, 7 PM",238.56373679461228
"Feb 8, 2020, 8 PM",251.10983607571853
"Feb 8, 2020, 9 PM",262.3127302272107
"Feb 8, 2020, 10 PM",274.07798961921196
"Feb 8, 2020, 11 PM",286.21897613191953
"Feb 9, 2020, 12 AM",283.0275018355727
"Feb 9, 2020, 1 AM",289.38888199883064
"Feb 9, 2020, 2 AM",293.75278454101937
"Feb 9, 2020, 3 AM",297.5984963757918
"Feb 9, 2020, 4 AM",303.8508869683019
"Feb 9, 2020, 5 AM",313.1971159944451
"Feb 9, 2020, 6 AM",317.57053058162415
"Feb 9, 2020, 7 AM",319.9099223480187
"Feb 9, 2020, 8 AM",318.15345911982104
"Feb 9, 2020, 9 AM",315.78371486622507
"Feb 9, 2020, 10 AM",310.2407791609937
"Feb 9, 2020, 11 AM",290.27899221903726
"Feb 9, 2020, 12 PM",277.57819203693685
"Feb 9, 2020, 1 PM",276.49278598576626
"Feb 9, 2020, 2 PM",278.67675247977274
"Feb 9, 2020, 3 PM",279.74533407123477
"Feb 9, 2020, 4 PM",282.205642828198
"Feb 9, 2020, 5 PM",282.59084931310883
"Feb 9, 2020, 6 PM",293.17461564114836
"Feb 9, 2020, 7 PM",312.56104318359735
"Feb 9, 2020, 8 PM",323.6342194128792
"Feb 9, 2020, 9 PM",331.39878530875995
"Feb 9, 2020, 10 PM",336.6714593728005
"Feb 9, 2020, 11 PM",341.53053183435225
"Feb 10, 2020, 12 AM",340.2480232422024
"Feb 10, 2020, 1 AM",338.4436526693168
"Feb 10, 2020, 2 AM",336.21214764534204
"Feb 10, 2020, 3 AM",346.08095579195356
"Feb 10, 2020, 4 AM",343.82567909244085
"Feb 10, 2020, 5 AM",346.7041032137392
"Feb 10, 2020, 6 AM",355.9519587477299
"Feb 10, 2020, 7 AM",359.24546334622636
"Feb 10, 2020, 8 AM",355.9713323680002
"Feb 10, 2020, 9 AM",345.5444750081651
"Feb 10, 2020, 10 AM",322.30160384576925
"Feb 10, 2020, 11 AM",298.72339332332723
"Feb 10, 2020, 12 PM",306.800634553152
"Feb 10, 2020, 1 PM",330.59621796282886
"Feb 10, 2020, 2 PM",326.7222062273498
"Feb 10, 2020, 3 PM",328.0065396086678
"Feb 10, 2020, 4 PM",329.41778623293993
"Feb 10, 2020, 5 PM",319.61991465600744
"Feb 10, 2020, 6 PM",330.4666169524737
"Feb 10, 2020, 7 PM",337.6200918110134
"Feb 10, 2020, 8 PM",335.41637806090915
"Feb 10, 2020, 9 PM",293.4218873746454
"Feb 10, 2020, 10 PM",282.8921938392787
"Feb 10, 2020, 11 PM",292.77929326753963
"Feb 11, 2020, 12 AM",295.33919646211575
"Feb 11, 2020, 1 AM",297.3947973545503
"Feb 11, 2020, 2 AM",302.3003211863411
"Feb 11, 2020, 3 AM",301.57293901102554
"Feb 11, 2020, 4 AM",305.0462630732274
"Feb 11, 2020, 5 AM",327.7095883166579
"Feb 11, 2020, 6 AM",335.6346922693727
"Feb 11, 2020, 7 AM",329.459838342635
"Feb 11, 2020, 8 AM",323.7600238011208
"Feb 11, 2020, 9 AM",321.1701272918478
"Feb 11, 2020, 10 AM",326.1604905619141
"Feb 11, 2020, 11 AM",328.2508263282182
"Feb 11, 2020, 12 PM",346.5265791123372
"Feb 11, 2020, 1 PM",342.69638891074584
"Feb 11, 2020, 2 PM",332.70998981409906
"Feb 11, 2020, 3 PM",318.1126412136321
"Feb 11, 2020, 4 PM",321.04069863608373
"Feb 11, 2020, 5 PM",328.45927655084733
"Feb 11, 2020, 6 PM",329.3954705318507
"Feb 11, 2020, 7 PM",320.4579674076367
"Feb 11, 2020, 8 PM",321.59405945074735
"Feb 11, 2020, 9 PM",324.60992519488474
"Feb 11, 2020, 10 PM",323.1058121662677
"Feb 11, 2020, 11 PM",329.3600787820919
"Feb 12, 2020, 12 AM",341.5782190579437
"Feb 12, 2020, 1 AM",368.6870828042902
"Feb 12, 2020, 2 AM",363.86865348378285
"Feb 12, 2020, 3 AM",348.2846659262271
"Feb 12, 2020, 4 AM",354.71991148193723
"Feb 12, 2020, 5 AM",361.2352428639816
"Feb 12, 2020, 6 AM",363.56695219566154
"Feb 12, 2020, 7 AM",365.24315478298377
"Feb 12, 2020, 8 AM",343.96244065262954
"Feb 12, 2020, 9 AM",346.7465277539843
"Feb 12, 2020, 10 AM",333.2320905452987
"Feb 12, 2020, 11 AM",318.2255057494893
"Feb 12, 2020, 12 PM",309.5305938759372
"Feb 12, 2020, 1 PM",324.007961304284
"Feb 12, 2020, 2 PM",318.278529494454
"Feb 12, 2020, 3 PM",315.82211498703015
"Feb 12, 2020, 4 PM",317.5076295927801
"Feb 12, 2020, 5 PM",315.95156413250055
"Feb 12, 2020, 6 PM",317.90770919416104
"Feb 12, 2020, 7 PM",314.0366512034706
"Feb 12, 2020, 8 PM",314.4708441446593
"Feb 12, 2020, 9 PM",318.8471923757192
"Feb 12, 2020, 10 PM",318.36629413967233
"Feb 12, 2020, 11 PM",322.43289344900734
"Feb 13, 2020, 12 AM",322.4127797887439
"Feb 13, 2020, 1 AM",326.6315031171433
"Feb 13, 2020, 2 AM",328.94712561855414
"Feb 13, 2020, 3 AM",330.77490025753485
"Feb 13, 2020, 4 AM",326.0226201470128
"Feb 13, 2020, 5 AM",318.1677270609468
"Feb 13, 2020, 6 AM",313.4176334490111
"Feb 13, 2020, 7 AM",304.01581705401907
"Feb 13, 2020, 8 AM",294.013166527777
"Feb 13, 2020, 9 AM",279.288206305449
"Feb 13, 2020, 10 AM",268.6353438654979
"Feb 13, 2020, 11 AM",251.23819054791974
"Feb 13, 2020, 12 PM",229.94050032545505
"Feb 13, 2020, 1 PM",215.03928162018948
"Feb 13, 2020, 2 PM",200.42403775055683
"Feb 13, 2020, 3 PM",200.6986841889694
"Feb 13, 2020, 4 PM",174.52032989337826
"Feb 13, 2020, 5 PM",171.31289893666346
"Feb 13, 2020, 6 PM",178.3744533553668
"Feb 13, 2020, 7 PM",191.56261056061533
"Feb 13, 2020, 8 PM",195.6171598034892
"Feb 13, 2020, 9 PM",196.17715312829
"Feb 13, 2020, 10 PM",200.91862552119565
"Feb 13, 2020, 11 PM",205.6088073572634
"Feb 14, 2020, 12 AM",220.06035052357743
"Feb 14, 2020, 1 AM",237.08849961121362
"Feb 14, 2020, 2 AM",244.26939933945826
"Feb 14, 2020, 3 AM",255.808506832241
"Feb 14, 2020, 4 AM",278.33153346529326
"Feb 14, 2020, 5 AM",288.8410547386691
"Feb 14, 2020, 6 AM",299.33776994539215
"Feb 14, 2020, 7 AM",301.04837464404704
"Feb 14, 2020, 8 AM",272.98022834409016
"Feb 14, 2020, 9 AM",239.1181412506066
"Feb 14, 2020, 10 AM",223.39879959491734
"Feb 14, 2020, 11 AM",198.97439703186402
"Feb 14, 2020, 12 PM",181.9524731992174
"Feb 14, 2020, 1 PM",169.14379471163502
"Feb 14, 2020, 2 PM",156.76481068319558
"Feb 14, 2020, 3 PM",145.28435934967052
"Feb 14, 2020, 4 PM",133.3699491222271
"Feb 14, 2020, 5 PM",130.1026498184912
"Feb 14, 2020, 6 PM",140.27864085238946
"Feb 14, 2020, 7 PM",165.45130851897824
"Feb 14, 2020, 8 PM",181.00860401516064
"Feb 14, 2020, 9 PM",203.43631268842367
"Feb 14, 2020, 10 PM",220.60927820151346
"Feb 14, 2020, 11 PM",229.70571721395712
"Feb 15, 2020, 12 AM",222.22810604379794
"Feb 15, 2020, 1 AM",221.39516210512863
"Feb 15, 2020, 2 AM",214.5676070374839
"Feb 15, 2020, 3 AM",225.55356132661404
"Feb 15, 2020, 4 AM",271.4117413004769
"Feb 15, 2020, 5 AM",253.7129050558101
"Feb 15, 2020, 6 AM",239.54053558107938
"Feb 15, 2020, 7 AM",242.33959801415796
"Feb 15, 2020, 8 AM",280.79087438493684
"Feb 15, 2020, 9 AM",285.39688450611015
"Feb 15, 2020, 10 AM",260.7959792165953
"Feb 15, 2020, 11 AM",239.25673603690183
"Feb 15, 2020, 12 PM",230.0977515922881
"Feb 15, 2020, 1 PM",228.98602591029473
"Feb 15, 2020, 2 PM",230.11201604394304
"Feb 15, 2020, 3 PM",233.2696376610431
"Feb 15, 2020, 4 PM",241.80348122398198
"Feb 15, 2020, 5 PM",254.9928560504596
"Feb 15, 2020, 6 PM",266.6715223955072
"Feb 15, 2020, 7 PM",275.45748932010946
"Feb 15, 2020, 8 PM",285.49598478021016
"Feb 15, 2020, 9 PM",291.922449893985
"Feb 15, 2020, 10 PM",297.83583829006665
"Feb 15, 2020, 11 PM",309.2764311177844
"Feb 16, 2020, 12 AM",317.0823223414128
"Feb 16, 2020, 1 AM",319.9859849601897
"Feb 16, 2020, 2 AM",335.13077083471904
"Feb 16, 2020, 3 AM",334.6846062672649
"Feb 16, 2020, 4 AM",338.6149586987908
"Feb 16, 2020, 5 AM",338.2238607914214
"Feb 16, 2020, 6 AM",340.084189958429
"Feb 16, 2020, 7 AM",339.91889105799214
"Feb 16, 2020, 8 AM",340.3851934787273
"Feb 16, 2020, 9 AM",335.4972003114057
"Feb 16, 2020, 10 AM",322.8369986751055
"Feb 16, 2020, 11 AM",298.09328663294355
