datetime-dronetest,T-VOC concentration (ppb)
"Feb 16, 2020, 12 PM",261.85050223518624
"Feb 16, 2020, 1 PM",245.20158336434338
"Feb 16, 2020, 2 PM",237.4900375975967
"Feb 16, 2020, 3 PM",225.930957617463
"Feb 16, 2020, 4 PM",224.80533388798028
"Feb 16, 2020, 5 PM",231.38282742415262
"Feb 16, 2020, 6 PM",248.52396760171672
"Feb 16, 2020, 7 PM",272.2278161841936
"Feb 16, 2020, 8 PM",277.17488319258507
"Feb 16, 2020, 9 PM",276.4505273785552
"Feb 16, 2020, 10 PM",283.0574927397155
"Feb 16, 2020, 11 PM",287.6487804040268
"Feb 17, 2020, 12 AM",297.6248268541067
"Feb 17, 2020, 1 AM",307.20070571759493
"Feb 17, 2020, 2 AM",315.8234950290363
"Feb 17, 2020, 3 AM",319.3500338823047
"Feb 17, 2020, 4 AM",327.34317305057397
"Feb 17, 2020, 5 AM",331.9776858116857
"Feb 17, 2020, 6 AM",338.9417309217464
"Feb 17, 2020, 7 AM",349.44430738984636
"Feb 17, 2020, 8 AM",359.4122577619688
"Feb 17, 2020, 9 AM",360.5952601349957
"Feb 17, 2020, 10 AM",360.1282683833759
"Feb 17, 2020, 11 AM",344.21625026466194
"Feb 17, 2020, 12 PM",323.82767599135235
"Feb 17, 2020, 1 PM",321.12742377860906
"Feb 17, 2020, 2 PM",287.8771709638023
"Mar 2, 2020, 12 PM",136.19723592208868
"Mar 3, 2020, 2 PM",397.23727009827775
"Mar 3, 2020, 3 PM",312.7927202966235
"Mar 3, 2020, 4 PM",302.21705780308145
"Mar 3, 2020, 5 PM",313.3408332074013
"Mar 3, 2020, 6 PM",324.2419102851593
"Mar 3, 2020, 7 PM",327.43655345196095
"Mar 3, 2020, 8 PM",344.4275714567754
"Mar 3, 2020, 9 PM",358.9404644206127
"Mar 3, 2020, 10 PM",363.98641144369725
"Mar 3, 2020, 11 PM",406.04240213025355
"Mar 4, 2020, 12 AM",398.97193951026736
"Mar 4, 2020, 1 AM",389.72042837155624
"Mar 4, 2020, 2 AM",379.8515198176058
"Mar 4, 2020, 3 AM",372.2399159775672
"Mar 4, 2020, 4 AM",373.71186637096497
"Mar 4, 2020, 5 AM",373.76415851287476
"Mar 4, 2020, 6 AM",376.1759633131037
"Mar 4, 2020, 7 AM",379.34220182384496
"Mar 4, 2020, 8 AM",383.4534069232254
"Mar 4, 2020, 9 AM",379.92402843767115
"Mar 4, 2020, 10 AM",391.7903554138676
"Mar 4, 2020, 11 AM",380.06372846284836
"Mar 4, 2020, 12 PM",349.5230421008191
"Mar 4, 2020, 1 PM",337.3729042136173
"Mar 4, 2020, 2 PM",316.09405919471936
"Mar 4, 2020, 3 PM",313.5475225205359
"Mar 4, 2020, 4 PM",301.3516839270206
"Mar 4, 2020, 5 PM",300.79855585922246
"Mar 4, 2020, 6 PM",287.43762189171457
"Mar 4, 2020, 7 PM",280.83147172546023
"Mar 4, 2020, 8 PM",274.19691797211453
"Mar 4, 2020, 9 PM",273.04605574515375
"Mar 4, 2020, 10 PM",267.52836215323094
"Mar 4, 2020, 11 PM",264.20185656882995
"Mar 5, 2020, 12 AM",265.7548900579648
"Mar 5, 2020, 1 AM",267.11511972324644
"Mar 5, 2020, 2 AM",266.4670977975946
"Mar 5, 2020, 3 AM",268.66422470965136
"Mar 5, 2020, 4 AM",268.9673247993298
"Mar 5, 2020, 5 AM",271.88093509292224
"Mar 5, 2020, 6 AM",273.7961019465711
"Mar 5, 2020, 7 AM",275.37483745933713
"Mar 5, 2020, 8 AM",266.9602203112092
"Mar 5, 2020, 9 AM",251.8719651776717
"Mar 5, 2020, 10 AM",236.91552189189255
"Mar 5, 2020, 11 AM",224.89090010820345
"Mar 5, 2020, 12 PM",207.70112098289667
"Mar 5, 2020, 1 PM",181.98233466245722
"Mar 5, 2020, 2 PM",149.24197631991876
"Mar 5, 2020, 3 PM",130.40215268161694
"Mar 5, 2020, 4 PM",132.66599287322995
"Mar 5, 2020, 5 PM",130.7923550391183
"Mar 5, 2020, 6 PM",127.08377840036157
"Mar 5, 2020, 7 PM",140.8252194943225
"Mar 5, 2020, 8 PM",167.0604423194662
"Mar 5, 2020, 9 PM",183.4470984662089
"Mar 5, 2020, 10 PM",177.11534882931218
"Mar 5, 2020, 11 PM",172.97586281233637
"Mar 6, 2020, 12 AM",183.72685768906757
"Mar 6, 2020, 1 AM",185.0211043170512
"Mar 6, 2020, 2 AM",181.43903610374252
"Mar 6, 2020, 3 AM",176.6695603082386
"Mar 6, 2020, 4 AM",168.3374223066526
"Mar 6, 2020, 5 AM",164.11063025230408
"Mar 6, 2020, 6 AM",168.98252023063856
"Mar 6, 2020, 7 AM",169.60603887769733
"Mar 6, 2020, 8 AM",136.85348265704272
"Mar 6, 2020, 9 AM",106.74650288754856
"Mar 6, 2020, 10 AM",99.2074830945792
"Mar 6, 2020, 11 AM",92.50565078682881
"Mar 6, 2020, 12 PM",94.84504134794653
"Mar 6, 2020, 1 PM",95.33215037566016
"Mar 6, 2020, 2 PM",99.44177106084642
"Mar 6, 2020, 3 PM",99.84709700884568
"Mar 6, 2020, 4 PM",97.92460327715618
"Mar 6, 2020, 5 PM",99.92863278324404
"Mar 6, 2020, 6 PM",107.08469055009803
"Mar 6, 2020, 7 PM",136.1994186784846
"Mar 6, 2020, 8 PM",166.44382388243886
"Mar 6, 2020, 9 PM",196.97802947078424
"Mar 6, 2020, 10 PM",199.45707012700328
"Mar 6, 2020, 11 PM",189.40948498253792
"Mar 7, 2020, 12 AM",186.74096585304082
"Mar 7, 2020, 1 AM",181.00306094687485
"Mar 7, 2020, 2 AM",251.93032234078802
"Mar 7, 2020, 3 AM",206.89914542790487
"Mar 7, 2020, 4 AM",204.64349509256505
"Mar 7, 2020, 5 AM",192.75810327607692
"Mar 7, 2020, 6 AM",197.0894990833541
"Mar 7, 2020, 7 AM",202.38382756944608
"Mar 7, 2020, 8 AM",191.64354639873594
"Mar 7, 2020, 9 AM",173.5302161315438
"Mar 7, 2020, 10 AM",186.12768723819642
"Mar 7, 2020, 11 AM",192.49673537284667
"Mar 7, 2020, 12 PM",192.32945629000642
"Mar 7, 2020, 1 PM",193.49436593130724
"Mar 7, 2020, 2 PM",201.16065482522413
"Mar 7, 2020, 3 PM",204.1106723240514
"Mar 7, 2020, 4 PM",206.72068249358753
"Mar 7, 2020, 5 PM",211.39079001584955
"Mar 7, 2020, 6 PM",213.45366518182144
"Mar 7, 2020, 7 PM",223.9884769448201
"Mar 7, 2020, 8 PM",231.78070860053822
"Mar 7, 2020, 9 PM",236.79617417179762
"Mar 7, 2020, 10 PM",244.51697525956322
"Mar 7, 2020, 11 PM",252.94638995135804
"Mar 8, 2020, 12 AM",260.7383867433278
"Mar 8, 2020, 1 AM",275.2861011860091
"Mar 8, 2020, 3 AM",281.6871990126411
"Mar 8, 2020, 4 AM",289.615241430344
"Mar 8, 2020, 5 AM",297.7223066917863
"Mar 8, 2020, 6 AM",302.01798990266013
"Mar 8, 2020, 7 AM",301.19005147879636
"Mar 8, 2020, 8 AM",305.5874916758519
"Mar 8, 2020, 9 AM",294.9383852576799
"Mar 8, 2020, 10 AM",268.40494555122194
"Mar 8, 2020, 11 AM",242.716637543056
"Mar 8, 2020, 12 PM",226.8221754871052
"Mar 8, 2020, 1 PM",219.09185014606106
"Mar 8, 2020, 2 PM",213.87679931900774
"Mar 8, 2020, 3 PM",211.97920781255212
"Mar 8, 2020, 4 PM",209.78928001918894
"Mar 8, 2020, 5 PM",210.79353283528485
"Mar 8, 2020, 6 PM",223.07007389032876
"Mar 8, 2020, 7 PM",239.81442969345105
"Mar 8, 2020, 8 PM",253.38012329326347
"Mar 8, 2020, 9 PM",261.3952626328036
"Mar 8, 2020, 10 PM",264.53546083563464
"Mar 8, 2020, 11 PM",268.38075470177563
"Mar 9, 2020, 12 AM",277.49005737172183
"Mar 9, 2020, 1 AM",287.544276873757
"Mar 9, 2020, 2 AM",295.07772128924495
"Mar 9, 2020, 3 AM",301.4661514811037
"Mar 9, 2020, 4 AM",309.619476191885
"Mar 9, 2020, 5 AM",314.2821472045117
"Mar 9, 2020, 6 AM",316.1684295981768
"Mar 9, 2020, 7 AM",323.6904214729271
"Mar 9, 2020, 8 AM",330.46936899806735
"Mar 9, 2020, 9 AM",327.0681532290539
"Mar 9, 2020, 10 AM",302.68466710357296
"Mar 9, 2020, 11 AM",272.9619925051769
"Mar 9, 2020, 12 PM",257.0407756842965
"Mar 9, 2020, 1 PM",245.71246647814866
"Mar 9, 2020, 2 PM",240.6950375108823
"Mar 9, 2020, 3 PM",227.98766133822565
"Mar 9, 2020, 4 PM",223.96933457246732
"Mar 9, 2020, 5 PM",241.26615098244568
"Mar 9, 2020, 6 PM",273.4856250376223
"Mar 9, 2020, 7 PM",289.17603010510334
"Mar 9, 2020, 8 PM",293.4891217906449
"Mar 9, 2020, 9 PM",300.2458098641893
"Mar 9, 2020, 10 PM",305.60881340260954
"Mar 9, 2020, 11 PM",301.44885870329455
"Mar 10, 2020, 12 AM",301.9737429838005
"Mar 10, 2020, 1 AM",306.26122856242114
"Mar 10, 2020, 2 AM",310.9685976465329
"Mar 10, 2020, 3 AM",314.1321164208764
"Mar 10, 2020, 4 AM",314.39698236803764
"Mar 10, 2020, 5 AM",319.1145179624755
"Mar 10, 2020, 6 AM",327.3230403586001
"Mar 10, 2020, 7 AM",340.00721099564464
"Mar 10, 2020, 8 AM",343.9847527378883
"Mar 10, 2020, 9 AM",322.08927624747685
"Mar 10, 2020, 10 AM",301.40398571114514
"Mar 10, 2020, 11 AM",283.5622923254825
"Mar 10, 2020, 12 PM",260.4834863557359
"Mar 10, 2020, 1 PM",245.17524324381384
"Mar 10, 2020, 2 PM",235.29619385971066
"Mar 10, 2020, 3 PM",234.65329195016628
"Mar 10, 2020, 4 PM",238.22881599611586
"Mar 10, 2020, 5 PM",233.47327046009713
"Mar 10, 2020, 6 PM",230.13615587228617
"Mar 10, 2020, 7 PM",250.78592274031857
"Mar 10, 2020, 8 PM",282.9599853674191
"Mar 10, 2020, 9 PM",273.16753871200183
"Mar 10, 2020, 10 PM",266.5019343691692
"Mar 10, 2020, 11 PM",273.15671410075083
"Mar 11, 2020, 12 AM",276.22671991333027
"Mar 11, 2020, 1 AM",274.76025390370336
"Mar 11, 2020, 2 AM",276.015544559717
"Mar 11, 2020, 3 AM",278.56248059850026
"Mar 11, 2020, 4 AM",279.6769538937789
"Mar 11, 2020, 5 AM",291.4093659446305
"Mar 11, 2020, 6 AM",305.94197241681354
"Mar 11, 2020, 7 AM",305.1667058651105
"Mar 11, 2020, 8 AM",308.603175515762
"Mar 11, 2020, 9 AM",305.6548935475754
"Mar 11, 2020, 10 AM",292.5371905096622
"Mar 11, 2020, 11 AM",260.1938071016694
"Mar 11, 2020, 12 PM",240.80010149489237
"Mar 11, 2020, 1 PM",229.10484692440136
"Mar 11, 2020, 2 PM",226.20120117950066
"Mar 11, 2020, 3 PM",223.7652715576135
"Mar 11, 2020, 4 PM",224.8592380876922
"Mar 11, 2020, 5 PM",228.00965523039295
"Mar 11, 2020, 6 PM",228.02826108930262
"Mar 11, 2020, 7 PM",234.5329763927516
"Mar 11, 2020, 8 PM",249.13184303942583
"Mar 11, 2020, 9 PM",267.4299886610786
"Mar 11, 2020, 10 PM",276.7875412633348
"Mar 11, 2020, 11 PM",281.45530494978
"Mar 12, 2020, 12 AM",276.1837686670965
"Mar 12, 2020, 1 AM",276.6127387548457
"Mar 12, 2020, 2 AM",276.2731869521686
"Mar 12, 2020, 3 AM",274.41231179474255
"Mar 12, 2020, 4 AM",273.05849179180984
"Mar 12, 2020, 5 AM",271.6497063428889
"Mar 12, 2020, 6 AM",271.4283729158877
"Mar 12, 2020, 7 AM",272.3024508001459
"Mar 12, 2020, 8 AM",271.3792916315367
"Mar 12, 2020, 9 AM",258.75692258870856
"Mar 12, 2020, 10 AM",242.82398189112922
"Mar 12, 2020, 11 AM",230.25028577102037
"Mar 12, 2020, 12 PM",222.98643370253035
"Mar 12, 2020, 1 PM",222.0880100160167
"Mar 12, 2020, 2 PM",293.2767233082418
"Mar 12, 2020, 3 PM",225.74737629712604
"Mar 12, 2020, 4 PM",225.3720442207299
"Mar 12, 2020, 5 PM",225.76895394396522
"Mar 12, 2020, 6 PM",227.88159938497404
"Mar 12, 2020, 7 PM",233.1667215484396
"Mar 12, 2020, 8 PM",252.88239577640059
"Mar 12, 2020, 9 PM",266.6174006433216
"Mar 12, 2020, 10 PM",271.98478777368683
"Mar 12, 2020, 11 PM",278.7714220978103
"Mar 13, 2020, 12 AM",281.78923534117536
"Mar 13, 2020, 1 AM",284.16263278893825
"Mar 13, 2020, 2 AM",283.63895927707955
"Mar 13, 2020, 3 AM",284.1765368628116
"Mar 13, 2020, 4 AM",286.0624540575873
"Mar 13, 2020, 5 AM",288.37636950788306
"Mar 13, 2020, 6 AM",292.2475564534777
"Mar 13, 2020, 7 AM",295.81607027872224
"Mar 13, 2020, 8 AM",296.423135691346
"Mar 13, 2020, 9 AM",287.860241408256
"Mar 13, 2020, 10 AM",268.3201806165523
"Mar 13, 2020, 11 AM",257.5556856572556
"Mar 13, 2020, 12 PM",246.51407803952847
"Mar 13, 2020, 1 PM",231.23838222397222
"Mar 13, 2020, 2 PM",231.01091875885376
"Mar 13, 2020, 3 PM",233.84911917545605
"Mar 13, 2020, 4 PM",239.16654267132787
"Mar 13, 2020, 5 PM",239.34158632266903
"Mar 13, 2020, 6 PM",238.8453268330234
"Mar 13, 2020, 7 PM",238.87457649189628
"Mar 13, 2020, 8 PM",259.21670542135104
"Mar 13, 2020, 9 PM",283.5891427738432
"Mar 13, 2020, 10 PM",293.2227327040099
"Mar 13, 2020, 11 PM",297.67942348537537
"Mar 14, 2020, 12 AM",301.5487653361375
"Mar 14, 2020, 1 AM",303.0379337516561
"Mar 14, 2020, 2 AM",296.49151586880186
"Mar 14, 2020, 3 AM",295.2069853177975
"Mar 14, 2020, 4 AM",294.9237751583075
"Mar 14, 2020, 5 AM",301.01887704136703
"Mar 14, 2020, 6 AM",298.69761522734973
"Mar 14, 2020, 7 AM",294.23374386089273
"Mar 14, 2020, 8 AM",294.68769128633454
"Mar 14, 2020, 9 AM",284.5266850150849
"Mar 14, 2020, 10 AM",267.4064006321931
"Mar 14, 2020, 11 AM",258.7688493466149
"Mar 14, 2020, 12 PM",248.1769732144202
"Mar 14, 2020, 1 PM",247.20604529808304
"Mar 14, 2020, 2 PM",249.33154545150887
"Mar 14, 2020, 3 PM",251.17481255131804
"Mar 14, 2020, 4 PM",245.69250265750946
"Mar 14, 2020, 5 PM",246.7392624940502
"Mar 14, 2020, 6 PM",251.18418349988104
"Mar 14, 2020, 7 PM",276.77933891960265
"Mar 14, 2020, 8 PM",293.9755546580394
"Mar 14, 2020, 9 PM",300.6516067411868
"Mar 14, 2020, 10 PM",303.71986132069645
"Mar 14, 2020, 11 PM",298.86403694197617
"Mar 15, 2020, 12 AM",304.4304334996257
"Mar 15, 2020, 1 AM",303.89115960723865
"Mar 15, 2020, 2 AM",305.31674227661125
"Mar 15, 2020, 3 AM",311.33676272190013
"Mar 15, 2020, 4 AM",302.1767055808799
"Mar 15, 2020, 5 AM",306.86422978146805
"Mar 15, 2020, 6 AM",306.25214520082073
"Mar 15, 2020, 7 AM",315.6007086704167
"Mar 15, 2020, 8 AM",318.77540747883666
"Mar 15, 2020, 9 AM",321.66873079800575
"Mar 15, 2020, 10 AM",312.39558721187535
"Mar 15, 2020, 11 AM",293.1402989983498
"Mar 15, 2020, 12 PM",263.849037583901
"Mar 15, 2020, 1 PM",256.7415014932953
"Mar 15, 2020, 2 PM",250.5484976619404
"Mar 15, 2020, 3 PM",238.34101850449733
"Mar 15, 2020, 4 PM",233.31788555476402
"Mar 15, 2020, 5 PM",238.33626850838633
"Mar 15, 2020, 6 PM",241.5584616961001
"Mar 15, 2020, 7 PM",248.24530759135544
"Mar 15, 2020, 8 PM",269.9563958605994
"Mar 15, 2020, 9 PM",276.63152540528455
"Mar 15, 2020, 10 PM",279.06037643616463
"Mar 15, 2020, 11 PM",281.7241431589974
"Mar 16, 2020, 12 AM",279.3211224165344
"Mar 16, 2020, 1 AM",272.7315532114876
"Mar 16, 2020, 2 AM",267.6523532996344
"Mar 16, 2020, 3 AM",265.5813663482257
"Mar 16, 2020, 4 AM",266.26924798496145
"Mar 16, 2020, 5 AM",271.2405907808779
"Mar 16, 2020, 6 AM",275.0191325361634
"Mar 16, 2020, 7 AM",278.5611676340391
"Mar 16, 2020, 8 AM",299.96588792895426
"Mar 16, 2020, 9 AM",292.4276923120788
"Mar 16, 2020, 10 AM",271.3122625694426
"Mar 16, 2020, 11 AM",264.7345443874459
"Mar 16, 2020, 12 PM",255.7493417794062
"Mar 16, 2020, 1 PM",258.3654521218797
"Mar 16, 2020, 2 PM",262.9228352295272
"Mar 16, 2020, 3 PM",266.9970218061016
"Mar 16, 2020, 4 PM",272.60721805574
"Mar 16, 2020, 5 PM",276.05586526976055
"Mar 16, 2020, 6 PM",275.22819262888476
"Mar 16, 2020, 7 PM",295.0001846234724
"Mar 16, 2020, 8 PM",301.1313243637235
"Mar 16, 2020, 9 PM",313.67516375071455
"Mar 16, 2020, 10 PM",308.3566939870474
"Mar 16, 2020, 11 PM",310.12376124107186
"Mar 17, 2020, 12 AM",314.5472767768263
"Mar 17, 2020, 1 AM",318.1553936961033
"Mar 17, 2020, 2 AM",321.41916521278586
"Mar 17, 2020, 3 AM",321.74208419477515
"Mar 17, 2020, 4 AM",328.65705886797645
"Mar 17, 2020, 5 AM",335.4301983972008
"Mar 17, 2020, 6 AM",339.74078970673366
"Mar 17, 2020, 7 AM",338.39537530463247
"Mar 17, 2020, 8 AM",344.8851126325245
"Mar 17, 2020, 9 AM",330.1672027549573
"Mar 17, 2020, 10 AM",315.5112680580849
"Mar 17, 2020, 11 AM",293.11646344313857
"Mar 17, 2020, 12 PM",274.1800935124058
"Mar 17, 2020, 1 PM",268.96263920777113
"Mar 17, 2020, 2 PM",255.93709766506643
"Mar 17, 2020, 3 PM",252.29957964971112
"Mar 17, 2020, 4 PM",251.21735520869558
"Mar 17, 2020, 5 PM",250.38684954511695
"Mar 17, 2020, 6 PM",245.30306211401896
"Mar 17, 2020, 7 PM",261.8488099194727
"Mar 17, 2020, 8 PM",281.5851041985409
"Mar 17, 2020, 9 PM",293.0682413927585
"Mar 17, 2020, 10 PM",300.5450973680504
"Mar 17, 2020, 11 PM",303.63559065356793
"Mar 18, 2020, 12 AM",305.2131769457057
"Mar 18, 2020, 1 AM",305.8081198417264
"Mar 18, 2020, 2 AM",301.426104952106
"Mar 18, 2020, 3 AM",303.0320242792045
"Mar 18, 2020, 4 AM",305.8871178562966
"Mar 18, 2020, 5 AM",303.72216098894813
"Mar 18, 2020, 6 AM",305.3056464978252
"Mar 18, 2020, 7 AM",311.09079664344296
"Mar 18, 2020, 8 AM",307.0664969337985
"Mar 18, 2020, 9 AM",296.0252508991298
"Mar 18, 2020, 10 AM",271.73355383830744
"Mar 18, 2020, 11 AM",260.89828301939326
"Mar 18, 2020, 12 PM",255.4898435273297
"Mar 18, 2020, 1 PM",249.86755962520309
"Mar 18, 2020, 2 PM",253.17133438783594
"Mar 18, 2020, 3 PM",253.4096267212358
"Mar 18, 2020, 4 PM",249.9227648285734
"Mar 18, 2020, 5 PM",250.45755958618165
"Mar 18, 2020, 6 PM",254.2541090702504
"Mar 18, 2020, 7 PM",261.7623691082631
"Mar 18, 2020, 8 PM",275.79362641622794
"Mar 18, 2020, 9 PM",288.95275774397464
"Mar 18, 2020, 10 PM",297.2464409040833
"Mar 18, 2020, 11 PM",302.55455945770933
"Mar 19, 2020, 12 AM",299.3660755266207
"Mar 19, 2020, 1 AM",298.4103267669945
"Mar 19, 2020, 2 AM",297.48273114727516
"Mar 19, 2020, 3 AM",295.7971638971278
"Mar 19, 2020, 4 AM",292.78141202897444
"Mar 19, 2020, 5 AM",293.36488807728654
"Mar 19, 2020, 6 AM",292.1116692116049
"Mar 19, 2020, 7 AM",293.8559740260514
"Mar 19, 2020, 8 AM",288.45323964684536
"Mar 19, 2020, 9 AM",277.147889258841
"Mar 19, 2020, 10 AM",267.3932201078399
"Mar 19, 2020, 11 AM",259.98656330353435
"Mar 19, 2020, 12 PM",252.29053723713093
"Mar 19, 2020, 1 PM",248.60553370716926
"Mar 19, 2020, 2 PM",250.51526357978818
"Mar 19, 2020, 3 PM",258.52566040448414
"Mar 19, 2020, 4 PM",258.1306694924927
"Mar 19, 2020, 5 PM",260.7707118495245
"Mar 19, 2020, 6 PM",268.11327220851075
"Mar 19, 2020, 7 PM",292.4002495309116
"Mar 19, 2020, 8 PM",291.7874923607603
"Mar 19, 2020, 9 PM",309.77179740456216
"Mar 19, 2020, 10 PM",310.0205576879881
"Mar 19, 2020, 11 PM",307.84162133087136
"Mar 20, 2020, 12 AM",306.1610169015142
"Mar 20, 2020, 1 AM",306.4759016294862
"Mar 20, 2020, 2 AM",307.5658697852459
"Mar 20, 2020, 3 AM",309.63558399219687
"Mar 20, 2020, 4 AM",310.5006894128683
"Mar 20, 2020, 5 AM",310.0773764859606
"Mar 20, 2020, 6 AM",316.943660332111
"Mar 20, 2020, 7 AM",318.77547282012944
"Mar 20, 2020, 8 AM",323.319749012942
"Mar 20, 2020, 9 AM",341.0760035782589
"Mar 20, 2020, 10 AM",340.1897746010821
"Mar 20, 2020, 11 AM",304.5285523324984
"Mar 20, 2020, 12 PM",298.1691062193765
"Mar 20, 2020, 1 PM",300.31006749170723
"Mar 20, 2020, 2 PM",296.11598573431934
"Mar 20, 2020, 3 PM",290.43778398690927
"Mar 20, 2020, 4 PM",315.01207313236404
"Mar 20, 2020, 5 PM",319.9270926173798
"Mar 20, 2020, 6 PM",297.61637573573256
"Mar 20, 2020, 7 PM",286.10521827629424
"Mar 20, 2020, 8 PM",277.81050451952063
"Mar 20, 2020, 9 PM",283.9980951728092
"Mar 20, 2020, 10 PM",282.59069471276996
"Mar 20, 2020, 11 PM",278.95898607314405
"Mar 21, 2020, 12 AM",274.12485771757713
"Mar 21, 2020, 1 AM",271.23735417231694
"Mar 21, 2020, 2 AM",265.07511281813254
"Mar 21, 2020, 3 AM",262.5440464069799
"Mar 21, 2020, 4 AM",266.49818771510246
"Mar 21, 2020, 5 AM",262.9922277677918
"Mar 21, 2020, 6 AM",260.0455264642202
"Mar 21, 2020, 7 AM",260.05608695335064
"Mar 21, 2020, 8 AM",267.19168389828235
"Mar 21, 2020, 9 AM",265.57324253064377
"Mar 21, 2020, 10 AM",262.1004916831573
"Mar 21, 2020, 11 AM",257.26716000511504
"Mar 21, 2020, 12 PM",259.99096952324254
"Mar 21, 2020, 1 PM",260.7495831365305
"Mar 21, 2020, 2 PM",267.5982769101483
"Mar 21, 2020, 3 PM",286.03569333735607
"Mar 21, 2020, 4 PM",290.9561374486243
"Mar 21, 2020, 5 PM",296.26831743830815
"Mar 21, 2020, 6 PM",307.7822484223279
"Mar 21, 2020, 7 PM",318.2531287562295
"Mar 21, 2020, 8 PM",316.29770053036236
"Mar 21, 2020, 9 PM",316.42882101753565
"Mar 21, 2020, 10 PM",312.9120724290798
"Mar 21, 2020, 11 PM",310.0518467097472
"Mar 22, 2020, 12 AM",303.38357848040386
"Mar 22, 2020, 1 AM",302.10924894943906
"Mar 22, 2020, 2 AM",304.50429194587707
"Mar 22, 2020, 3 AM",313.1646540107197
"Mar 22, 2020, 4 AM",310.84039889720094
"Mar 22, 2020, 5 AM",319.28376004669184
"Mar 22, 2020, 6 AM",297.6665896239903
"Mar 22, 2020, 7 AM",308.31924454670786
"Mar 22, 2020, 8 AM",327.26686073766285
"Mar 22, 2020, 9 AM",327.5167893057982
"Mar 22, 2020, 10 AM",320.7341166369561
"Mar 22, 2020, 11 AM",305.36197499665633
"Mar 22, 2020, 12 PM",307.2700473182015
"Mar 22, 2020, 1 PM",302.55328709408957
"Mar 22, 2020, 2 PM",307.47813742506605
"Mar 22, 2020, 3 PM",303.53516182672433
"Mar 22, 2020, 4 PM",276.0814421221938
"Mar 22, 2020, 5 PM",287.6994752112145
"Mar 22, 2020, 6 PM",285.296742749184
"Mar 22, 2020, 7 PM",282.7002727328854
"Mar 22, 2020, 8 PM",289.8806628604508
"Mar 22, 2020, 9 PM",309.5645051238632
"Mar 22, 2020, 10 PM",320.3444301405717
"Mar 22, 2020, 11 PM",323.21099114357025
"Mar 23, 2020, 12 AM",324.3234821130425
"Mar 23, 2020, 1 AM",324.401338859774
"Mar 23, 2020, 2 AM",324.8852259691621
"Mar 23, 2020, 3 AM",327.77113311749684
"Mar 23, 2020, 4 AM",326.98523394354794
"Mar 23, 2020, 5 AM",326.2090109208944
"Mar 23, 2020, 6 AM",324.83347885096686
"Mar 23, 2020, 7 AM",326.31725851272574
"Mar 23, 2020, 8 AM",334.49485164950823
"Mar 23, 2020, 9 AM",329.1132369594408
"Mar 23, 2020, 10 AM",300.80634473560514
"Mar 23, 2020, 11 AM",280.047068890776
"Mar 23, 2020, 12 PM",267.16767376773254
"Mar 23, 2020, 1 PM",261.75014307323954
"Mar 23, 2020, 2 PM",260.9958467302272
"Mar 23, 2020, 3 PM",268.5540269588968
"Mar 23, 2020, 4 PM",263.0650399909774
"Mar 23, 2020, 5 PM",259.4873288132908
"Mar 23, 2020, 6 PM",257.3745309938448
"Mar 23, 2020, 7 PM",264.44002547308895
"Mar 23, 2020, 8 PM",275.4415916344619
"Mar 23, 2020, 9 PM",282.4872619923866
"Mar 23, 2020, 10 PM",292.1768059785462
"Mar 23, 2020, 11 PM",296.3034395728734
"Mar 24, 2020, 12 AM",301.1050794705466
"Mar 24, 2020, 1 AM",301.0135633958568
"Mar 24, 2020, 2 AM",300.96779182272877
"Mar 24, 2020, 3 AM",307.3553304870141
"Mar 24, 2020, 4 AM",305.3954109593732
"Mar 24, 2020, 5 AM",305.8653733516328
"Mar 24, 2020, 6 AM",300.7345741457798
"Mar 24, 2020, 7 AM",305.43557689765913
"Mar 24, 2020, 8 AM",303.2454116512397
"Mar 24, 2020, 9 AM",292.3352042916472
"Mar 24, 2020, 10 AM",270.734832420442
"Mar 24, 2020, 11 AM",262.80982473266613
"Mar 24, 2020, 12 PM",251.46575555913515
"Mar 24, 2020, 1 PM",237.18137137083636
"Mar 24, 2020, 2 PM",236.45443406845084
"Mar 24, 2020, 3 PM",242.49386203897214
"Mar 24, 2020, 4 PM",248.13910350976036
"Mar 24, 2020, 5 PM",254.81793609560097
"Mar 24, 2020, 6 PM",260.09355914713456
"Mar 24, 2020, 7 PM",265.29670480004336
"Mar 24, 2020, 8 PM",273.60063494637126
"Mar 24, 2020, 9 PM",281.2084027097141
"Mar 24, 2020, 10 PM",289.3444852008297
"Mar 24, 2020, 11 PM",293.0668548995569
"Mar 25, 2020, 12 AM",296.4183656410486
"Mar 25, 2020, 1 AM",298.39271993587323
"Mar 25, 2020, 2 AM",296.4301654424385
"Mar 25, 2020, 3 AM",292.8421296849855
"Mar 25, 2020, 4 AM",290.04087743931655
"Mar 25, 2020, 5 AM",288.0624886577972
"Mar 25, 2020, 6 AM",290.30049633909147
"Mar 25, 2020, 7 AM",288.71284823364266
"Mar 25, 2020, 8 AM",294.65895278013807
"Mar 25, 2020, 9 AM",282.84368494614955
"Mar 25, 2020, 10 AM",286.0472116442871
"Mar 25, 2020, 11 AM",285.34043234587284
"Mar 25, 2020, 12 PM",280.9209707745626
"Mar 25, 2020, 1 PM",280.7151368803407
"Mar 25, 2020, 2 PM",275.78113997851835
"Mar 25, 2020, 3 PM",278.0332364764272
"Mar 25, 2020, 4 PM",277.2050940568343
"Mar 25, 2020, 5 PM",281.79552288277665
